plntname,centralwavelng,bandwidth,especlipdep,espbritemp,plntreflink,facility,instrument
WASP-12 b,1.6625,0.025,0.153,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,1.6875,0.025,0.195,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,1.7125,0.025,0.143,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,1.7375,0.025,0.165,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,2.0875,0.025,0.135,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,2.1125,0.025,0.308,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,2.1375,0.025,0.202,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,2.1625,0.025,0.399,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,2.1875,0.025,0.271,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,2.2125,0.025,0.286,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,2.2375,0.025,0.314,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,2.2625,0.025,0.379,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,2.2875,0.025,0.368,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,2.3125,0.025,0.348,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,2.3375,0.025,0.248,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,2.15,,0.296,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
WASP-12 b,2.22,,0.301,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
WASP-12 b,1.04,,0.109,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
WASP-18 b,3.6,,0.3,3100,<a refstr=NYMEYER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1005.1017N/abstract target=ref> Nymeyer et al. 2010 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-18 b,4.5,,0.39,3310,<a refstr=NYMEYER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1005.1017N/abstract target=ref> Nymeyer et al. 2010 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-18 b,5.8,,0.37,3080,<a refstr=NYMEYER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1005.1017N/abstract target=ref> Nymeyer et al. 2010 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-18 b,8,,0.41,3120,<a refstr=NYMEYER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1005.1017N/abstract target=ref> Nymeyer et al. 2010 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-18 b,2.159,0.262,0.13,,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
WASP-19 b,2.095,,0.366,2540,<a refstr=GIBSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.404L.114G/abstract target=ref>Gibson et al. 2010</a>,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Yepun at Paranal Observatory,High Acuity Wide-field K-band Imager (HAWK-I)
WASP-19 b,1.6,,0.276,2750,<a refstr=ANDERSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.430.3422A/abstract target=ref>Anderson et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-19 b,2.09,,0.366,2670,<a refstr=ANDERSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.430.3422A/abstract target=ref>Anderson et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-19 b,3.6,,0.483,2346,<a refstr=ANDERSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.430.3422A/abstract target=ref>Anderson et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-19 b,4.5,,0.572,2273,<a refstr=ANDERSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.430.3422A/abstract target=ref>Anderson et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-19 b,5.8,,0.65,2260,<a refstr=ANDERSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.430.3422A/abstract target=ref>Anderson et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-19 b,8,,0.73,2260,<a refstr=ANDERSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.430.3422A/abstract target=ref>Anderson et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-19 b,2.144,0.324,0.287,2310,<a refstr=ZHOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.2746Z/abstract target=ref>Zhou et al. 2014</a>,Australian National University (ANU) 3.9m Anglo-Australian Telescope (AAT) at Siding Spring Observatory (SSO),IRIS2
WASP-24 b,3.6,,0.159,1974,<a refstr=SMITH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A..93S/abstract target=ref>Smith et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-24 b,4.5,,0.202,1944,<a refstr=SMITH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A..93S/abstract target=ref>Smith et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-26 b,3.6,0.75,0.126,1825,<a refstr=MAHTANI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432..693M/abstract target=ref>Mahtani et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-26 b,4.5,1.015,0.149,1725,<a refstr=MAHTANI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432..693M/abstract target=ref>Mahtani et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-33 b,2.15,,0.27,,<a refstr=DEMING_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..106D/abstract target=ref>Deming et al. 2012</a>,National Optical Astronomy Observatory (NOAO) 2.1 meter Telescope at Kitt Peak National Observatory (KPNO),FLAMINGOS imager
WASP-33 b,3.6,,0.26,,<a refstr=DEMING_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..106D/abstract target=ref>Deming et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-33 b,4.5,,0.41,,<a refstr=DEMING_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..106D/abstract target=ref>Deming et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-33 b,2.15,,0.244,,<a refstr=DE_MOOIJ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...550A..54D/abstract target=ref>de Mooij et al. 2013</a>,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,LIRIS
WASP-33 b,1.05,,0.103,3398,<a refstr=VON_ESSEN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..75V/abstract target=ref>von Essen et al. 2015</a>,LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,Large Binocular Camera
WASP-33 b,1.135,,0.105,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.139,,0.115,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.144,,0.0973,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.149,,0.0844,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.153,,0.0973,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.158,,0.115,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.163,,0.154,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.168,,0.138,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.172,,0.111,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.177,,0.105,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.182,,0.0932,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.186,,0.102,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.191,,0.105,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.196,,0.119,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.2,,0.108,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.205,,0.103,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.21,,0.112,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.215,,0.11,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.219,,0.103,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.224,,0.124,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.229,,0.095,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.233,,0.0994,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.238,,0.0841,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.243,,0.0889,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.248,,0.0898,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.252,,0.098,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.257,,0.108,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.262,,0.1,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.266,,0.096,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.271,,0.0582,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.276,,0.0305,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.281,,0.245,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.285,,0.179,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.29,,0.121,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.295,,0.123,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.299,,0.12,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.304,,0.11,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.309,,0.111,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.314,,0.113,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.318,,0.112,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.323,,0.0946,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.328,,0.107,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.332,,0.14,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.337,,0.134,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.342,,0.115,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.346,,0.106,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.351,,0.1014,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.356,,0.109,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.361,,0.1014,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.365,,0.0918,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.37,,0.093,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.375,,0.0975,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.379,,0.112,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.384,,0.126,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.389,,0.137,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.394,,0.139,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.398,,0.127,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.403,,0.121,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.408,,0.129,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.412,,0.123,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.417,,0.119,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.422,,0.126,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.427,,0.129,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.431,,0.122,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.436,,0.112,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.441,,0.141,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.445,,0.125,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.45,,0.126,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.455,,0.14,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.46,,0.129,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.464,,0.127,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-33 b,1.469,,0.129,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
